observation_id,company_id,company_name,FY,expected,discovered,downloaded,identity_verified,mda_located,accepted,first_failed_stage,first_failed_reason_code,secondary_reason_codes,authoritative_artifact_id,authoritative_artifact_sha256,discovery_source_ids,discovery_source_types,era,cap_band,exchange,universe_rule_version,era_definition_version,cap_band_definition_version,exchange_definition_version,data_cutoff_timestamp,terminal_state
INE003B01014::FY2025,INE003B01014,Inter State Oil Carrier Ltd,2025,True,True,True,True,True,True,,,,7788c26d0d47f50c0256c1d486f996777e29cb18c9e14b616e3c81a40a0cd169,7788c26d0d47f50c0256c1d486f996777e29cb18c9e14b616e3c81a40a0cd169,dcc8db40fd,bse,E6_BRSR_FY2023-2025,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE003F01015::FY2010,INE003F01015,Muller & Phipps (India) Ltd.,2010,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,96cd0a5918,bse,E1_pre2013_FY2010-2012,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE003F01015::FY2011,INE003F01015,Muller & Phipps (India) Ltd.,2011,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,b6e79a6d73,bse,E1_pre2013_FY2010-2012,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE003F01015::FY2012,INE003F01015,Muller & Phipps (India) Ltd.,2012,True,True,True,False,False,False,IDENTITY,mda_not_located,,51f9884c026445d0f7687d41414d9193ea16fe637c3b74617fa7d8477f94dbe4,51f9884c026445d0f7687d41414d9193ea16fe637c3b74617fa7d8477f94dbe4,4cc9ea126a,bse,E1_pre2013_FY2010-2012,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE003F01015::FY2013,INE003F01015,Muller & Phipps (India) Ltd.,2013,True,True,True,False,False,False,IDENTITY,mda_not_located,,82dddee265891d2900a0c1029d97d91856a2decb8361a6c52275f49d5053cc9e,82dddee265891d2900a0c1029d97d91856a2decb8361a6c52275f49d5053cc9e,d2afe089c2,bse,E2_BRreport_FY2013-2014,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE003F01015::FY2014,INE003F01015,Muller & Phipps (India) Ltd.,2014,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,9ed4537d0a,bse,E2_BRreport_FY2013-2014,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE003F01015::FY2015,INE003F01015,Muller & Phipps (India) Ltd.,2015,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,a757e9e89e,bse,E3_CompaniesAct2013_FY2015,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE003F01015::FY2016,INE003F01015,Muller & Phipps (India) Ltd.,2016,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,c654174dc8,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE003F01015::FY2017,INE003F01015,Muller & Phipps (India) Ltd.,2017,True,True,True,False,False,False,IDENTITY,mda_not_located,,ede8a4693046d2182c3a5cbc068c708305be3b5f2c09e30278d63de3e7ef01c8,ede8a4693046d2182c3a5cbc068c708305be3b5f2c09e30278d63de3e7ef01c8,503bd5dd84,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE003F01015::FY2018,INE003F01015,Muller & Phipps (India) Ltd.,2018,True,True,True,False,False,False,IDENTITY,mda_not_located,,64c5b3573df779a3a158609b06b5cd3d7e50b83087aaa14d438bf2604cd36872,64c5b3573df779a3a158609b06b5cd3d7e50b83087aaa14d438bf2604cd36872,f306fe9513,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE003F01015::FY2019,INE003F01015,Muller & Phipps (India) Ltd.,2019,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,843c6ca3b7,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE003F01015::FY2020,INE003F01015,Muller & Phipps (India) Ltd.,2020,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,4143c755b6,bse,E5_MandatedRatios_FY2020-2022,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE003F01015::FY2021,INE003F01015,Muller & Phipps (India) Ltd.,2021,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,3a9d65c530,bse,E5_MandatedRatios_FY2020-2022,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE003F01015::FY2022,INE003F01015,Muller & Phipps (India) Ltd.,2022,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,d3f5031a25,bse,E5_MandatedRatios_FY2020-2022,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE003F01015::FY2023,INE003F01015,Muller & Phipps (India) Ltd.,2023,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,46b8434be6,bse,E6_BRSR_FY2023-2025,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE003F01015::FY2024,INE003F01015,Muller & Phipps (India) Ltd.,2024,True,True,True,False,False,False,IDENTITY,mda_not_located,,3c4d0fa1932189e3b3bf9acf1def7603dd909f4bd771dd0a6f9d200ceae9c51b,3c4d0fa1932189e3b3bf9acf1def7603dd909f4bd771dd0a6f9d200ceae9c51b,1ff76a6575,bse,E6_BRSR_FY2023-2025,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE003F01015::FY2025,INE003F01015,Muller & Phipps (India) Ltd.,2025,True,True,True,False,False,False,IDENTITY,mda_not_located,,15a71c45b368a79f9c0a185740eb97876582915dad14cbca7567e8b46ba1b450,15a71c45b368a79f9c0a185740eb97876582915dad14cbca7567e8b46ba1b450,27d3a26952,bse,E6_BRSR_FY2023-2025,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE004C01028::FY2010,INE004C01028,Gujarat Cotex Ltd,2010,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E1_pre2013_FY2010-2012,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE004C01028::FY2011,INE004C01028,Gujarat Cotex Ltd,2011,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E1_pre2013_FY2010-2012,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE004C01028::FY2012,INE004C01028,Gujarat Cotex Ltd,2012,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E1_pre2013_FY2010-2012,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE004C01028::FY2013,INE004C01028,Gujarat Cotex Ltd,2013,True,False,False,False,False,False,DISCOVERY,REASON_CODE_MISSING,,,,,,E2_BRreport_FY2013-2014,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DISCOVERY
INE004C01028::FY2014,INE004C01028,Gujarat Cotex Ltd,2014,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,b7a04997aa,bse,E2_BRreport_FY2013-2014,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004C01028::FY2015,INE004C01028,Gujarat Cotex Ltd,2015,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,f057e49104,bse,E3_CompaniesAct2013_FY2015,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004C01028::FY2016,INE004C01028,Gujarat Cotex Ltd,2016,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,9a4f3299b9,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004C01028::FY2017,INE004C01028,Gujarat Cotex Ltd,2017,True,True,True,True,True,False,ACCEPTANCE,year_unproven,order_scrambled|span_truncated,73c9aba9314f2a879e5bba9d9bbec279f90505b62c16f97e2d893a89c124612e,73c9aba9314f2a879e5bba9d9bbec279f90505b62c16f97e2d893a89c124612e,ba214ce582,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_ACCEPTANCE
INE004C01028::FY2018,INE004C01028,Gujarat Cotex Ltd,2018,True,True,True,True,True,True,,,,7abb0ef1750e2a916f4f281eb41337a9d9a59510a54f9bb3fa24aa54065edc85,7abb0ef1750e2a916f4f281eb41337a9d9a59510a54f9bb3fa24aa54065edc85,ae4f72575b,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE004C01028::FY2019,INE004C01028,Gujarat Cotex Ltd,2019,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,1c69c4317f,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004C01028::FY2020,INE004C01028,Gujarat Cotex Ltd,2020,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,1113fd08ca,bse,E5_MandatedRatios_FY2020-2022,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004C01028::FY2021,INE004C01028,Gujarat Cotex Ltd,2021,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,cf9d5979d8,bse,E5_MandatedRatios_FY2020-2022,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004C01028::FY2022,INE004C01028,Gujarat Cotex Ltd,2022,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,e7e36621b2,bse,E5_MandatedRatios_FY2020-2022,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004C01028::FY2023,INE004C01028,Gujarat Cotex Ltd,2023,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,db60065ae0,bse,E6_BRSR_FY2023-2025,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004C01028::FY2024,INE004C01028,Gujarat Cotex Ltd,2024,True,True,True,True,True,False,ACCEPTANCE,source_shredded,span_truncated,2077b668cbc7290b91420f4a49abfb0585df84bddfdbc03cd94fac8bc6412914,2077b668cbc7290b91420f4a49abfb0585df84bddfdbc03cd94fac8bc6412914,8612dcee39,bse,E6_BRSR_FY2023-2025,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_ACCEPTANCE
INE004C01028::FY2025,INE004C01028,Gujarat Cotex Ltd,2025,True,True,True,True,True,True,,,,0f1522f3a2dd3ea093d24f6896b42186b7c8e31218edba71d2149e1af38cff2b,0f1522f3a2dd3ea093d24f6896b42186b7c8e31218edba71d2149e1af38cff2b,e34a8fd64b,bse,E6_BRSR_FY2023-2025,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE004E01016::FY2010,INE004E01016,Span Divergent Limited,2010,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,06b30c649a,bse,E1_pre2013_FY2010-2012,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004E01016::FY2011,INE004E01016,Span Divergent Limited,2011,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,8ff12e2dc4,bse,E1_pre2013_FY2010-2012,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004E01016::FY2012,INE004E01016,Span Divergent Limited,2012,True,True,True,False,True,False,IDENTITY,identity_unproven,source_shredded|span_truncated,eadc5029f16c33a91cf122fa51bc516ba896f37aa9e4b9751aba7efe5d264ba8,eadc5029f16c33a91cf122fa51bc516ba896f37aa9e4b9751aba7efe5d264ba8,55ac03f49f,bse,E1_pre2013_FY2010-2012,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE004E01016::FY2013,INE004E01016,Span Divergent Limited,2013,True,True,True,False,True,False,IDENTITY,identity_unproven,span_truncated,bd6ad137a7a3b8e4609c93ff8bc16265aa0efc709233a4dd5b79e54ccc853fbc,bd6ad137a7a3b8e4609c93ff8bc16265aa0efc709233a4dd5b79e54ccc853fbc,54c0735698,bse,E2_BRreport_FY2013-2014,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE004E01016::FY2014,INE004E01016,Span Divergent Limited,2014,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,6e65912cf4,bse,E2_BRreport_FY2013-2014,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004E01016::FY2015,INE004E01016,Span Divergent Limited,2015,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,0ea2ef19b7,bse,E3_CompaniesAct2013_FY2015,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004E01016::FY2016,INE004E01016,Span Divergent Limited,2016,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,63f2b78b29,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004E01016::FY2017,INE004E01016,Span Divergent Limited,2017,True,True,True,True,True,True,,,,23bfad65fdf36889ddbea27e76b532d2464b3f76eacc70f52e9a8bb7c5ea1002,23bfad65fdf36889ddbea27e76b532d2464b3f76eacc70f52e9a8bb7c5ea1002,b6b3e0f10a,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE004E01016::FY2018,INE004E01016,Span Divergent Limited,2018,True,True,True,False,False,False,IDENTITY,mda_not_located,,8bd164a01b993db8d3ef7c4f70553a3c0aec1581ae70dfea0a3dfe480670d8d3,8bd164a01b993db8d3ef7c4f70553a3c0aec1581ae70dfea0a3dfe480670d8d3,13bc45a833,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_IDENTITY
INE004E01016::FY2019,INE004E01016,Span Divergent Limited,2019,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,4fe47cea63,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004E01016::FY2020,INE004E01016,Span Divergent Limited,2020,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,05d5819107,bse,E5_MandatedRatios_FY2020-2022,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004E01016::FY2021,INE004E01016,Span Divergent Limited,2021,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,7eeb43f76d,bse,E5_MandatedRatios_FY2020-2022,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004E01016::FY2022,INE004E01016,Span Divergent Limited,2022,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,b6ff8818ed,bse,E5_MandatedRatios_FY2020-2022,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004E01016::FY2023,INE004E01016,Span Divergent Limited,2023,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,9906c13756,bse,E6_BRSR_FY2023-2025,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE004E01016::FY2024,INE004E01016,Span Divergent Limited,2024,True,True,True,True,True,False,ACCEPTANCE,source_shredded,span_truncated,5df0bb9af53232cc35ffadba97d1ae74fcfbb6b05ba44e004f972287823b0203,5df0bb9af53232cc35ffadba97d1ae74fcfbb6b05ba44e004f972287823b0203,0a279fcfa5,bse,E6_BRSR_FY2023-2025,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_ACCEPTANCE
INE004E01016::FY2025,INE004E01016,Span Divergent Limited,2025,True,True,True,True,True,False,ACCEPTANCE,source_shredded,span_truncated,8944db14283b448a6e1fe1d873cdad5b01643593bc0d5dbfd043fb82a9aaee3f,8944db14283b448a6e1fe1d873cdad5b01643593bc0d5dbfd043fb82a9aaee3f,492febe3d3,bse,E6_BRSR_FY2023-2025,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_ACCEPTANCE
INE005E01013::FY2010,INE005E01013,Ekansh Concepts Limited,2010,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,f58e3250f9,bse,E1_pre2013_FY2010-2012,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE005E01013::FY2011,INE005E01013,Ekansh Concepts Limited,2011,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,129a78e97d,bse,E1_pre2013_FY2010-2012,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE005E01013::FY2012,INE005E01013,Ekansh Concepts Limited,2012,True,True,True,True,True,True,,,,dc8bb17c415cf9952bd2c9b545ed733e20fee7e5a9bc61aa612d727035fe8135,dc8bb17c415cf9952bd2c9b545ed733e20fee7e5a9bc61aa612d727035fe8135,241cb26621,bse,E1_pre2013_FY2010-2012,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE005E01013::FY2013,INE005E01013,Ekansh Concepts Limited,2013,True,True,True,True,True,True,,,,f934459f048686d3c2169322c6b2bc731a83e4ac182dbffa878257222736e386,f934459f048686d3c2169322c6b2bc731a83e4ac182dbffa878257222736e386,a8dcd41cb1,bse,E2_BRreport_FY2013-2014,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE005E01013::FY2014,INE005E01013,Ekansh Concepts Limited,2014,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,51ac2fc663,bse,E2_BRreport_FY2013-2014,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE005E01013::FY2015,INE005E01013,Ekansh Concepts Limited,2015,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,856133151b,bse,E3_CompaniesAct2013_FY2015,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE005E01013::FY2016,INE005E01013,Ekansh Concepts Limited,2016,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,0be8177300,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE005E01013::FY2017,INE005E01013,Ekansh Concepts Limited,2017,True,True,True,True,True,True,,,,bcbd2c26ca1aacccb1a7b7b68adf3fda2f10b09b27a0fcfbc255dc7072bd9324,bcbd2c26ca1aacccb1a7b7b68adf3fda2f10b09b27a0fcfbc255dc7072bd9324,68bd8ffb27,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE005E01013::FY2018,INE005E01013,Ekansh Concepts Limited,2018,True,True,True,True,True,True,,,,a6ea0d82912d6cd21525719b3047b3e2d5907e4f89f2ca8d43eccb0bda4db1c8,a6ea0d82912d6cd21525719b3047b3e2d5907e4f89f2ca8d43eccb0bda4db1c8,88048ece86,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
INE005E01013::FY2019,INE005E01013,Ekansh Concepts Limited,2019,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,48a684e1e8,bse,E4_IndAS_FY2016-2019,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE005E01013::FY2020,INE005E01013,Ekansh Concepts Limited,2020,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,0ea6e8ed68,bse,E5_MandatedRatios_FY2020-2022,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE005E01013::FY2021,INE005E01013,Ekansh Concepts Limited,2021,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,04b65d461a,bse,E5_MandatedRatios_FY2020-2022,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE005E01013::FY2022,INE005E01013,Ekansh Concepts Limited,2022,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,dcfff0739b,bse,E5_MandatedRatios_FY2020-2022,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE005E01013::FY2023,INE005E01013,Ekansh Concepts Limited,2023,True,True,False,False,False,False,DOWNLOAD,REASON_CODE_MISSING,,,,47a73bf235,bse,E6_BRSR_FY2023-2025,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,FIRST_FAILURE_AT_DOWNLOAD
INE005E01013::FY2024,INE005E01013,Ekansh Concepts Limited,2024,True,True,True,True,True,True,,,,3febf85887da6640e50371d6d726ada073275da379f5406dfcb2a3bb86bfb46f,3febf85887da6640e50371d6d726ada073275da379f5406dfcb2a3bb86bfb46f,62ca4e2c9f,bse,E6_BRSR_FY2023-2025,micro,bse,"pm5-v1: cohort_companies.csv (36 firms, ...",pm5-v1,pm5-v1,pm5-v1,2026-09-17T10:25:19Z,ACCEPTED
